31974,330700
475815,130300
169519,510100
169090,510100
168461,510100
168119,510100
167928,510100
169644,510100
242432,510100
242433,510100
242434,510100
242435,510100
242436,510100
167921,510100
776499,510100
1185409,620100
1185659,620100
1185658,620100
167922,510100
1186464,510100
1172974,500100
250926,110100
250730,110100
250556,110100
277104,110100
1189505,110100
1185678,110100
863971,310100
863970,310100
863969,310100
863968,310100
863967,310100
863966,310100
863965,310100
863964,310100
863963,310100
863962,310100
863961,310100
863960,310100
863959,310100
863958,310100
863957,310100
863956,310100
863955,310100
863954,310100
863953,310100
863952,310100
863951,310100
863950,310100
863949,310100
863948,310100
863946,310100
863945,310100
863944,310100
863943,310100
863938,310100
863937,310100
863936,310100
863935,310100
863934,310100
863933,310100
863932,310100
863931,310100
863929,310100
863928,310100
863927,310100
863926,310100
863925,310100
863924,310100
863923,310100
863922,310100
863921,310100
863920,310100
863916,310100
863919,310100
863918,310100
863917,310100
863915,310100
863913,310100
863912,310100
863911,310100
863910,310100
863909,310100
863908,310100
863907,310100
863906,310100
863905,310100
863904,310100
863903,310100
863902,310100
863901,310100
863900,310100
863899,310100
863898,310100
863897,310100
863896,310100
863895,310100
863894,310100
863893,310100
863892,310100
863891,310100
863889,310100
863888,310100
863887,310100
863886,310100
863885,310100
863884,310100
863883,310100
863882,310100
863881,310100
863880,310100
863879,310100
863878,310100
863877,310100
863876,310100
863875,310100
863873,310100
863872,310100
863871,310100
863790,310100
863789,310100
863788,310100
863787,310100
863786,310100
863785,310100
863784,310100
863783,310100
863782,310100
863781,310100
863780,310100
863779,310100
863778,310100
863777,310100
863775,310100
863774,310100
863773,310100
863772,310100
863771,310100
863770,310100
863769,310100
863768,310100
863767,310100
863766,310100
863765,310100
863764,310100
863763,310100
863762,310100
863761,310100
863760,310100
863759,310100
863758,310100
863757,310100
863755,310100
863754,310100
863753,310100
863752,310100
863751,310100
863750,310100
863749,310100
863743,310100
863737,310100
863736,310100
863735,310100
863733,310100
863732,310100
863731,310100
863730,310100
863729,310100
863728,310100
863727,310100
863726,310100
863725,310100
863724,310100
863723,310100
863722,310100
863721,310100
863720,310100
863719,310100
863718,310100
863717,310100
863716,310100
863715,310100
863714,310100
863713,310100
863712,310100
863711,310100
863710,310100
863709,310100
863708,310100
863707,310100
863706,310100
863705,310100
863704,310100
863703,310100
863702,310100
863701,310100
863700,310100
863699,310100
863698,310100
863697,310100
863696,310100
863695,310100
863694,310100
863693,310100
863692,310100
863691,310100
863690,310100
863689,310100
863688,310100
863687,310100
863685,310100
863686,310100
863684,310100
863683,310100
863682,310100
863676,310100
863680,310100
863666,310100
863678,310100
863677,310100
863675,310100
863674,310100
863673,310100
863672,310100
863671,310100
863670,310100
863669,310100
863668,310100
863667,310100
863665,310100
863664,310100
863663,310100
863662,310100
863652,310100
863661,310100
863660,310100
863659,310100
863658,310100
863657,310100
863656,310100
863655,310100
863654,310100
863653,310100
863651,310100
863650,310100
863649,310100
863648,310100
863645,310100
863642,310100
863639,310100
863637,310100
863636,310100
863634,310100
863631,310100
863630,310100
863629,310100
863628,310100
863627,310100
863626,310100
863625,310100
863624,310100
863623,310100
863622,310100
863621,310100
863620,310100
863619,310100
863618,310100
863617,310100
863616,310100
863510,310100
863509,310100
863508,310100
863507,310100
863506,310100
863505,310100
863504,310100
863503,310100
863502,310100
863500,310100
863499,310100
863498,310100
863497,310100
863496,310100
863495,310100
863494,310100
863493,310100
863492,310100
863491,310100
863490,310100
863489,310100
863488,310100
863487,310100
863486,310100
863485,310100
863484,310100
863482,310100
863478,310100
863477,310100
863476,310100
863472,310100
863471,310100
863470,310100
863469,310100
863468,310100
863467,310100
863466,310100
863465,310100
863464,310100
863463,310100
863462,310100
863461,310100
863456,310100
863455,310100
863454,310100
863453,310100
863452,310100
863451,310100
863450,310100
863449,310100
863448,310100
863447,310100
863445,310100
863444,310100
863443,310100
863442,310100
863441,310100
863440,310100
863439,310100
863413,310100
863433,310100
863432,310100
863431,310100
863430,310100
863429,310100
863428,310100
863427,310100
863426,310100
863425,310100
863424,310100
863423,310100
863422,310100
863421,310100
863420,310100
863418,310100
863417,310100
863416,310100
863415,310100
863414,310100
863412,310100
863019,310100
862916,310100
862893,310100
862760,310100
862388,310100
861275,310100
861047,310100
860889,310100
860783,310100
860681,310100
860328,310100
1185770,530100
1185777,530100
1185780,530100
1191611,530100
12084,440600
9668,440600
715405,440700
14228,440700
1176769,441900
1176764,441900
1175447,441300
1174950,441300
1174406,330100
1170813,330400
1170789,330400
1170461,330400
696927,420100
696855,420100
1169883,610100
1169877,610100
1169223,610100
1169011,210100
1168716,210100
1168987,210100
1168839,210100
1168285,210100
1163648,320500
1163392,320500
1163391,320500
1163301,320500
1163300,320500
1163299,320500
1166065,430100
755201,350200
755187,350200
755185,350200
755179,350200
755162,350200
755152,350200
755148,350200
755147,350200
755146,350200
755145,350200
755144,350200
755143,350200
755142,350200
755134,350200
755132,350200
755130,350200
755128,350200
755125,350200
755106,350200
755124,350200
755122,350200
755121,350200
755116,350200
755120,350200
755119,350200
755118,350200
755117,350200
755113,350200
755112,350200
755111,350200
755107,350200
755104,350200
755103,350200
755101,350200
755102,350200
755099,350200
755084,350200
755082,350200
755081,350200
755080,350200
755079,350200
755078,350200
755077,350200
755076,350200
755075,350200
755074,350200
755073,350200
755072,350200
755070,350200
755067,350200
755069,350200
755068,350200
755066,350200
755065,350200
755063,350200
755064,350200
755062,350200
755059,350200
755055,350200
755054,350200
755053,350200
755051,350200
755050,350200
755049,350200
755048,350200
755047,350200
755046,350200
755045,350200
755044,350200
755043,350200
755042,350200
755041,350200
755040,350200
755028,350200
755039,350200
755038,350200
755036,350200
755034,350200
755033,350200
755032,350200
755029,350200
755031,350200
755030,350200
755025,350200
755024,350200
755023,350200
755022,350200
755021,350200
755020,350200
755019,350200
755018,350200
755015,350200
755017,350200
755016,350200
755014,350200
755012,350200
755011,350200
755010,350200
755009,350200
755008,350200
755007,350200
755006,350200
755005,350200
755004,350200
755003,350200
755002,350200
755000,350200
754980,350200
754999,350200
754998,350200
754997,350200
754996,350200
754995,350200
754994,350200
754993,350200
754992,350200
754991,350200
754990,350200
754989,350200
754988,350200
754987,350200
754986,350200
754985,350200
754984,350200
754983,350200
754982,350200
754981,350200
754979,350200
754978,350200
754977,350200
754976,350200
754975,350200
754974,350200
754973,350200
754972,350200
754927,350200
754930,350200
754929,350200
754928,350200
754926,350200
754925,350200
754924,350200
754923,350200
754922,350200
754921,350200
754920,350200
754919,350200
754900,350200
754913,350200
754918,350200
754917,350200
754916,350200
754915,350200
754914,350200
754912,350200
754911,350200
754910,350200
754909,350200
754908,350200
754907,350200
754906,350200
754905,350200
754904,350200
754903,350200
754902,350200
754901,350200
754899,350200
754894,350200
754893,350200
754892,350200
754889,350200
754884,350200
754883,350200
754882,350200
754879,350200
754881,350200
754880,350200
754878,350200
754877,350200
754875,350200
754874,350200
754873,350200
754870,350200
754871,350200
754872,350200
754869,350200
754863,350200
754864,350200
754865,350200
754866,350200
754862,350200
754861,350200
754860,350200
754859,350200
754857,350200
754856,350200
754854,350200
754850,350200
754851,350200
754853,350200
754847,350200
754846,350200
754845,350200
754848,350200
754740,350200
754738,350200
754739,350200
754737,350200
754736,350200
754735,350200
754734,350200
754733,350200
754732,350200
